spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
road,sense of breadth,movement and exploration,positive,201709_114.0735486_22.645347300000005.png,exploration of environment
sky,sense of openness,exploration,positive,201709_114.0735486_22.645347300000005.png,exploration
greenery,visual boundary,hinting at areas beyond,neutral,201709_114.0735486_22.645347300000005.png,sense of possibility
expanse,feeling of adequate scope,movement within visible area,positive,201709_114.0735486_22.645347300000005.png,facilitated movement
buildings,limited exploration,avoidance of space,negative,201709_114.0771623_22.645235100000004.png,avoidance of boundaries
fences,constrained environment,restrictive movement,negative,201709_114.0771623_22.645235100000004.png,diminished engagement
traffic,busy atmosphere,hesitation to engage,negative,201709_114.0771623_22.645235100000004.png,reluctance to navigate
sky,feeling of expansiveness,sense of exploration,positive,201709_114.0776843_22.697828799999996.png,exploration beyond
trees,feeling of expansiveness,sense of exploration,positive,201709_114.0776843_22.697828799999996.png,exploration beyond
road,sense of scope,freedom of movement,positive,201709_114.0776843_22.697828799999996.png,unrestricted movement
landscape,hint at possibilities,encouragement to explore,positive,201709_114.0776843_22.697828799999996.png,promotes interaction
buildings,limited sense of exploration,restricted movement,negative,201709_114.0794414_22.701349300000004.png,diminished engagement
traffic,sense of boundaries,hesitation to explore,negative,201709_114.0794414_22.701349300000004.png,exploratory hesitation
construction,feeling of confinement,avoidance of certain areas,negative,201709_114.0794414_22.701349300000004.png,avoidance of pedestrian activities
pedestrian,sense of restriction,limited exploration,negative,201709_114.0794414_22.701349300000004.png,limited exploration
urban,lack of vastness,disinterest in exploration,negative,201709_114.0794414_22.701349300000004.png,limited interaction
green,good space for exploration,encourages exploration,positive,201709_114.0793126_22.562718900000004.png,promotes interaction
trees,sense of freedom,promotes movement,positive,201709_114.0793126_22.562718900000004.png,promotes walking
pathways,inviting environment,facilitates walking,positive,201709_114.0793126_22.562718900000004.png,encourages vigilant movement
roads,sense of limitation,restricts exploration,negative,201709_114.0793126_22.562718900000004.png,reduction of movement
parking,urban context,deters natural exploration,negative,201709_114.0793126_22.562718900000004.png,avoid venturing further
road,moderate scope,limited exploration,negative,201709_114.0796603_22.647957800000004.png,limited exploration
sidewalks,connectedness,encourages walking,positive,201709_114.0796603_22.647957800000004.png,encourages activity
buildings,sense of enclosure,restricts movement,negative,201709_114.0796603_22.647957800000004.png,constrained movement
green area,inviting space,promotes relaxation,positive,201709_114.0796603_22.647957800000004.png,seeking respite
fences,barrier effect,limits access,negative,201709_114.0796603_22.647957800000004.png,movement within boundaries
pedestrian islands,safety perception,encourages crossing,positive,201709_114.0796603_22.647957800000004.png,inspires curiosity
buildings,limited exploration,avoidance of area,negative,201709_114.07971477593887_22.71126202345593.png,avoidance of venturing
fences,sense of confinement,restricted movement,negative,201709_114.07971477593887_22.71126202345593.png,diminished engagement
barriers,feeling of limitation,hesitation to explore,negative,201709_114.07971477593887_22.71126202345593.png,exploratory hesitation
road,potential for exploration,curiosity to venture,neutral,201709_114.07971477593887_22.71126202345593.png,urge to navigate
open space,desire for freedom,seeking exploration,positive,201709_114.07971477593887_22.71126202345593.png,promotes curiosity
buildings,limited exploration,discouraged movement,negative,201709_114.08421288491131_22.647854636615133.png,constrained mobility
roads,constrained environment,restricted navigation,negative,201709_114.08421288491131_22.647854636615133.png,constrained travel options
walkways,narrow pathways,minimal exploration,negative,201709_114.08421288491131_22.647854636615133.png,limited exploration
cars,urban congestion,hesitant movement,negative,201709_114.08421288491131_22.647854636615133.png,reluctance to advance
road,sense of space,encourages exploration,positive,201709_114.08605403251362_22.64994922406397.png,promotes interaction
vehicles,sense of confinement,limits movement,negative,201709_114.08605403251362_22.64994922406397.png,lack of variety in movement
infrastructure,functional zone,discourages exploration,negative,201709_114.08605403251362_22.64994922406397.png,limited engagement
buildings,limited exploration,restricted movement,negative,201709_114.0861318_22.6481459.png,diminished engagement
streetscape,confined nature,hesitation to explore,negative,201709_114.0861318_22.6481459.png,exploratory hesitation
traffic,sense of danger,avoidance of streets,negative,201709_114.0861318_22.6481459.png,limited access
buildings,sense of confinement,limited movement,negative,201709_114.0864595_22.6430561.png,diminished engagement
greenery,slight relief,encourages brief exploration,positive,201709_114.0864595_22.6430561.png,limited access
fences,feeling of restriction,discourages exploration,negative,201709_114.0864595_22.6430561.png,limited engagement
sidewalks,functional utility,promotes walking,neutral,201709_114.0864595_22.6430561.png,encourages venturing out
road,busy environment,encourages transit,neutral,201709_114.0864595_22.6430561.png,inspires curiosity
area,sense of freedom,exploration,positive,201709_114.0871723_22.5609009.png,exploration
pathways,sense of possibility,movement,positive,201709_114.0871723_22.5609009.png,unrestricted movement
structures,implied space,discovery,positive,201709_114.0871723_22.5609009.png,exploration of environment
street,sense of openness,moving forward,positive,201709_114.08609958800685_22.54267965139848.png,travel along path
buildings,constrained view,limited exploration,negative,201709_114.08609958800685_22.54267965139848.png,limited exploration
urban context,limited scope,restricted movement,negative,201709_114.08609958800685_22.54267965139848.png,diminished engagement
road,sense of exploration,further exploration,positive,201709_114.0895652_22.672388600000005.png,exploration of environment
hills,sense of openness,discover different areas,positive,201709_114.0895652_22.672388600000005.png,desire to explore further
vegetation,lack of immediate boundaries,move freely,positive,201709_114.0895652_22.672388600000005.png,navigate through pathways
fields,sense of space,explore surroundings,positive,201709_114.0895652_22.672388600000005.png,exploring areas
pathways,invitation to explore,navigate through areas,positive,201709_114.0895652_22.672388600000005.png,exploring pathways
road,limited exploration,restricted movement,negative,201709_114.09394871171243_22.64708706936366.png,diminished engagement
fences,constrained possibilities,discouraged discovery,negative,201709_114.09394871171243_22.64708706936366.png,constrained mobility
barriers,feeling trapped,avoiding exploration,negative,201709_114.09394871171243_22.64708706936366.png,avoidance of certain areas
gas,limited exploration,restricted movement,negative,201709_114.0892075_22.703675100000005.png,diminished engagement
road,contained environment,limited exploration,negative,201709_114.0892075_22.703675100000005.png,limited exploration
structures,boundaries,restricted movement,negative,201709_114.0892075_22.703675100000005.png,diminished engagement
hills,sense of freedom,exploration,positive,201709_114.08944130000002_22.6905944.png,exploration
forest,sense of freedom,exploration,positive,201709_114.08944130000002_22.6905944.png,exploration
path,sense of freedom,movement,positive,201709_114.08944130000002_22.6905944.png,unrestricted movement
sky,sense of openness,exploration,positive,201709_114.08944130000002_22.6905944.png,exploration
fencing,sense of restriction,hesitation,negative,201709_114.08944130000002_22.6905944.png,hesitation
