spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
street,limited sense of escape,not conducive to stopping thoughts,negative,201312_114.47923537862984_22.584275880726327.png,lack of relaxation
traffic,not a refuge,increased distraction,negative,201312_114.47923537862984_22.584275880726327.png,increased awareness of surroundings
commercial,neutral space,lack of engagement,neutral,201312_114.47923537862984_22.584275880726327.png,limited disconnection
roadway,limited escape from daily demands,feel removed from concerns,negative,201312_114.4840805_22.53794989999999.png,temporary escape from urban life
vehicles,challenging to feel removed,remain engaged with tasks,negative,201312_114.4840805_22.53794989999999.png,maintaining focus
signage,active urban setting,heightened awareness of surroundings,neutral,201312_114.4840805_22.53794989999999.png,stay present
barriers,sense of confinement,avoid distractions,negative,201312_114.4840805_22.53794989999999.png,exposure to distractions
roads,sense of separation,escape urban bustle,positive,201312_114.4802195_22.582718999999997.png,respite from urban bustle
buildings,feeling of removal,reduce immediate demands,positive,201312_114.4802195_22.582718999999997.png,seek tranquility
greenery,calmness,promote relaxation,positive,201312_114.4802195_22.582718999999997.png,desire for restoration
traffic,potential for noise,awareness of nuisances,negative,201312_114.4802195_22.582718999999997.png,recognizing urban life
infrastructure,signs of urban life,remind of everyday demands,negative,201312_114.4802195_22.582718999999997.png,reminded of daily responsibilities
trees,sense of being away,mental escape,positive,201312_114.48557416772826_22.59829195321127.png,seeking serenity
road,feeling of refuge,break from concerns,positive,201312_114.48557416772826_22.59829195321127.png,temporary escape from urban life
roads,not a refuge,unlikely to disengage,negative,201312_114.4873638_22.570848099999996.png,unable to disconnect
buildings,active environment,not a tranquil retreat,negative,201312_114.4873638_22.570848099999996.png,lack of relaxation
trucks,working environment,not facilitating escape,negative,201312_114.4873638_22.570848099999996.png,ongoing responsibilities
greenery,sense of refuge,escape from urban noise,positive,201312_114.4932418459449_22.59812495946907.png,escape daily pressures
trees,sense of refuge,seek shade,positive,201312_114.4932418459449_22.59812495946907.png,desire for outdoor relaxation
traffic,diminished restorative effect,mental associations with commuting,negative,201312_114.4932418459449_22.59812495946907.png,recognizing urban life
road,slightly diminished escape,associations with daily tasks,negative,201312_114.4932418459449_22.59812495946907.png,reminded of daily responsibilities
road,not a refuge,unable to escape thoughts,negative,201312_114.4898353_22.568732999999998.png,lack of relaxation
buildings,active urban setting,increased preoccupations,negative,201312_114.4898353_22.568732999999998.png,difficulty in relaxation
cars,distraction from demands,difficulty in relaxation,negative,201312_114.4898353_22.568732999999998.png,lack of relaxation
wires,overwhelming environment,heightened stress,negative,201312_114.4898353_22.568732999999998.png,heightened stress
signs,constant reminders of activity,inability to focus,negative,201312_114.4898353_22.568732999999998.png,difficulty in disengaging
scenery,sense of escape,seeking refuge,positive,201312_114.5019189_22.530503599999996.png,seeking serenity
traffic,limited escape,continuing obligations,negative,201312_114.5019189_22.530503599999996.png,compliance with daily responsibilities
infrastructure,place of transit,engaging with activity,neutral,201312_114.5019189_22.530503599999996.png,enjoy leisure
trees,moderate sense of being away,seeking refuge,positive,201312_114.5101182_22.53470929999999.png,seeking serenity
setting,departure from urban nuisances,escaping daily demands,positive,201312_114.5101182_22.53470929999999.png,escape from city life
road,not a complete escape,acknowledging presence of urban life,negative,201312_114.5101182_22.53470929999999.png,recognizing urban life
vehicles,partial refuge,limited relaxation,negative,201312_114.5101182_22.53470929999999.png,diminished calm
trees,sense of escape,seeking tranquility,positive,201312_114.50825870000001_22.5439801.png,seeking serenity
hills,feeling of being away,avoiding stress,positive,201312_114.50825870000001_22.5439801.png,respite from stress
traffic,not complete disconnection,awareness of surroundings,negative,201312_114.50825870000001_22.5439801.png,navigating the environment
road,visible stressors,acknowledging reality,negative,201312_114.50825870000001_22.5439801.png,awareness of responsibilities
roads,sense of detachment,escape from urban routines,positive,201312_114.5155718_22.546039.png,refuge from daily demands
landscape,peaceful atmosphere,refuge from daily demands,positive,201312_114.5155718_22.546039.png,seek quiet places
traffic,structured environment,limited escape from responsibilities,negative,201312_114.5155718_22.546039.png,lack of escape from responsibilities
planning,hint of structure,maintaining responsibilities,neutral,201312_114.5155718_22.546039.png,continued daily routines
trees,slight respite,mental detachment,positive,201312_114.5106195_22.595839499999997.png,search for calm
roads,functional environment,daily demands,negative,201312_114.5106195_22.595839499999997.png,reminds of obligations
industrial,active functional area,not a refuge,negative,201312_114.5106195_22.595839499999997.png,mental detachment failure
facilities,less like a refuge,mental detachment,negative,201312_114.5106195_22.595839499999997.png,search for calm
trees,sense of escape,disconnect from worries,positive,201312_114.5020857_22.597646299999997.png,temporary escape from urban life
sky,feeling of being away,momentarily disconnect,positive,201312_114.5020857_22.597646299999997.png,pause from routine
traffic,sense of refuge,break from demands,positive,201312_114.5020857_22.597646299999997.png,temporary escape from urban life
trees,sense of tranquility,momentarily disengage,positive,201312_114.5107575_22.541550199999996.png,momentarily disconnect
road,degree of separation,escape from daily nuisances,positive,201312_114.5107575_22.541550199999996.png,escape daily pressures
nature,sense of escape,departure from routine,positive,201312_114.52151801756803_22.5503279488395.png,journey away from routine
hills,moderate feeling of being away,journey away from routine,positive,201312_114.52151801756803_22.5503279488395.png,journey
trees,sense of tranquility,seeking solitude,positive,201312_114.52151801756803_22.5503279488395.png,seeking solitude
sign,indication of adventure,exploration,positive,201312_114.52151801756803_22.5503279488395.png,journey focus
setting,sense of being away,mental escape,positive,201312_114.5220393_22.475605999999992.png,seeking serenity
environment,tranquil atmosphere,relaxation,positive,201312_114.5220393_22.475605999999992.png,seeking serenity
roads,accessibility,visiting,neutral,201312_114.5220393_22.475605999999992.png,engage in routine activities
signs,guidance,navigation,neutral,201312_114.5220393_22.475605999999992.png,increased movement
scenery,sense of detachment,seeking refuge,positive,201312_114.52381306735515_22.478818206957524.png,seeking serenity
road,suggestion of passage,moving away,positive,201312_114.52381306735515_22.478818206957524.png,journey
construction,diminished escape,hesitation to engage,negative,201312_114.52381306735515_22.478818206957524.png,feeling constrained
development,potential disruption,avoidance,negative,201312_114.52381306735515_22.478818206957524.png,avoidance
trees,sense of escape,seeking respite,positive,201312_114.52687398431966_22.55529951634409.png,need for tranquility
vegetation,temporary respite,relaxation,positive,201312_114.52687398431966_22.55529951634409.png,seeking serenity
road,contrast to urban life,exploration,positive,201312_114.52687398431966_22.55529951634409.png,journey focus
greenery,sense of refuge,escape from everyday nuisances,positive,201312_114.52854614555584_22.484118971276985.png,mental retreat
nature,break from typical thought patterns,relaxation,positive,201312_114.52854614555584_22.484118971276985.png,seeking serenity
terrain,sense of being away,momentarily forget responsibilities,positive,201312_114.5483818_22.501877299999993.png,pleasant break
greenery,peaceful escape,find refuge from distractions,positive,201312_114.5483818_22.501877299999993.png,escape from urban pressures
trees,mental escape,break from routine,positive,201312_114.5302195_22.557136299999996.png,seeking refuge elsewhere
atmosphere,sense of refuge,reduce stress,positive,201312_114.5302195_22.557136299999996.png,reduce stress
