spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
street,cluttered visual field,difficult to engage,negative,201312_114.3980056_22.695391199999996.png,difficult to engage
buildings,utilitarian aesthetic,lack of fascination,negative,201312_114.3980056_22.695391199999996.png,reduced interest
advertisements,hindered engagement,hard to find interest,negative,201312_114.3980056_22.695391199999996.png,experience boredom
vehicles,busy environment,potential distraction,negative,201312_114.3980056_22.695391199999996.png,diverted attention
people,overwhelmed senses,difficulty in focusing,negative,201312_114.3980056_22.695391199999996.png,limited attention span
trees,visual interest,attraction to space,positive,201312_114.3908848_22.7107337.png,appreciation of beauty
architecture,limited fascination,disengagement,negative,201312_114.3908848_22.7107337.png,disengagement
pedestrians,dynamic environment,increased activity,positive,201312_114.3908848_22.7107337.png,encouraged activity
road,lack of novelty,reduced exploration,negative,201312_114.3908848_22.7107337.png,reduced exploration
trees,visual interest,engagement with nature,positive,201312_114.3940449_22.663478299999994.png,exploration of nature
road,limited fascination,distraction from surroundings,negative,201312_114.3940449_22.663478299999994.png,distract focus
sky,sense of openness,relaxation,positive,201312_114.3940449_22.663478299999994.png,relaxation
guardrails,orderliness,safety awareness,neutral,201312_114.3940449_22.663478299999994.png,enhance security
lane,boredom,lack of exploration,negative,201312_114.3940449_22.663478299999994.png,lack of exploration
roadway,limited visual interest,feeling of boredom,negative,201312_114.3994517_22.718462399999993.png,risk of boredom
vegetation,lack of engagement,difficulty in finding interest,negative,201312_114.3994517_22.718462399999993.png,difficulty in finding interest
cranes,detracted sense of wonder,decreased captivation,negative,201312_114.3994517_22.718462399999993.png,lack of stimulation
buildings,unfinished appearance,reduced attraction,negative,201312_114.3994517_22.718462399999993.png,no fascination
greenery,captivated attention,engagement with space,positive,201312_114.4100365_22.6964255.png,engagement with space
mountains,captivated attention,engagement with space,positive,201312_114.4100365_22.6964255.png,engagement with space
power lines,detracted engagement,distraction from surroundings,negative,201312_114.4100365_22.6964255.png,distract focus
infrastructure,detracted engagement,distraction from surroundings,negative,201312_114.4100365_22.6964255.png,distract focus
trees,low fascination,prevent boredom,negative,201312_114.4042881_22.7525312.png,prevent boredom
infrastructure,lack of engagement,draw attention,negative,201312_114.4042881_22.7525312.png,notice activity
debris,uninviting atmosphere,avoid area,negative,201312_114.4042881_22.7525312.png,avoid the area
trees,moderate fascination,exploration,positive,201312_114.4014968_22.718388399999995.png,exploration
mountain,visual appeal,admiration,positive,201312_114.4014968_22.718388399999995.png,appreciation for aesthetics
buildings,developed impression,passive observation,neutral,201312_114.4014968_22.718388399999995.png,passive observation
landscaping,lack of captivating details,disengagement,negative,201312_114.4014968_22.718388399999995.png,disengagement
trees,visual interest,engagement with environment,positive,201312_114.40110214497871_22.75813869549027.png,engagement with environment
vegetation,visual interest,engagement with environment,positive,201312_114.40110214497871_22.75813869549027.png,engagement with environment
buildings,visual interest,engagement with environment,positive,201312_114.40110214497871_22.75813869549027.png,engagement with environment
infrastructure,limited engagement,distraction from environment,negative,201312_114.40110214497871_22.75813869549027.png,distraction from engagement
walls,limited engagement,distraction from environment,negative,201312_114.40110214497871_22.75813869549027.png,distraction from engagement
trees,limited fascination,unlikely to engage,negative,201312_114.4025148_22.7138714.png,hesitation to interact
fences,lack of interest,struggle to be bored,negative,201312_114.4025148_22.7138714.png,feeling of boredom
roads,dull environment,avoid exploration,negative,201312_114.4025148_22.7138714.png,avoid exploration
buildings,disconnection from nature,lack of curiosity,negative,201312_114.4025148_22.7138714.png,disinterest in the environment
buildings,not particularly engaging,lack of exploration,negative,201312_114.4140567_22.696117900000004.png,lack of exploration
streetscape,hard to be bored,passive observation,neutral,201312_114.4140567_22.696117900000004.png,passive observation
infrastructure,some visual interest,occasional engagement,positive,201312_114.4140567_22.696117900000004.png,occasional engagement
activities,not deeply fascinating,limited interaction,negative,201312_114.4140567_22.696117900000004.png,decreased interaction
trees,moderate fascination,limited curiosity engagement,neutral,201312_114.4138687_22.6339508.png,lack of stimulation
road,limited attention capture,reduced spontaneous exploration,negative,201312_114.4138687_22.6339508.png,cautious exploration
vehicles,some visual interest,minimal curiosity stimulation,neutral,201312_114.4138687_22.6339508.png,difficulty in finding interest
buildings,dominating presence,lack of engagement,negative,201312_114.4138687_22.6339508.png,lack of engagement
trees,some level of visual interest,increased engagement,positive,201312_114.412929_22.6364274.png,increased engagement
buildings,moderate fascination,curiosity,neutral,201312_114.412929_22.6364274.png,curiosity
traffic,predictability,limited exploration,negative,201312_114.412929_22.6364274.png,limited exploration
trees,moderate fascination,engagement with nature,positive,201312_114.4102507_22.647543199999994.png,exploration of nature
sky,visual interest,appreciation of beauty,positive,201312_114.4102507_22.647543199999994.png,appreciation of beauty
highway,limited engagement,distraction from surroundings,negative,201312_114.4102507_22.647543199999994.png,distract focus
traffic,lack of captivation,disinterest in activity,negative,201312_114.4102507_22.647543199999994.png,lack of deep engagement
greenery,calming effect,increased relaxation,positive,201312_114.4191801_22.642567800000002.png,increased relaxation
sidewalks,sense of order,encouraged walking,positive,201312_114.4191801_22.642567800000002.png,walking and cycling
shrubs,lack of fascination,decreased exploration,negative,201312_114.4191801_22.642567800000002.png,decreased exploration
signs,functional engagement,guided navigation,neutral,201312_114.4191801_22.642567800000002.png,navigation assistance
lamps,safety assurance,extended use of space at night,positive,201312_114.4191801_22.642567800000002.png,exploring
trees,limited engagement,lack of exploration,negative,201312_114.4226865_22.63003519999999.png,lack of exploration
sky,some visual interest,brief enjoyment,neutral,201312_114.4226865_22.63003519999999.png,temporary engagement
wires,detracting from beauty,avoidance of area,negative,201312_114.4226865_22.63003519999999.png,avoidance of distractions
construction,disruption of tranquility,reduced social interaction,negative,201312_114.4226865_22.63003519999999.png,decreased interaction
asphalt,lack of stimulation,boredom,negative,201312_114.4226865_22.63003519999999.png,boredom
crane,sense of construction,lack of engagement,negative,201312_114.42792634826039_22.627361865481564.png,lack of engagement
scaffolding,impression of ongoing development,disinterest,negative,201312_114.42792634826039_22.627361865481564.png,disinterest
trees,sparse natural environment,minimal attraction,negative,201312_114.42792634826039_22.627361865481564.png,minimal attraction
grass,lack of captivating scenery,boredom,negative,201312_114.42792634826039_22.627361865481564.png,boredom
road,diminished visual interest,possibility of boredom,negative,201312_114.4314124_22.5944781.png,risk of boredom
foliage,limited sense of novelty,lack of engagement,negative,201312_114.4314124_22.5944781.png,lack of engagement
traffic,utilitarian nature,distraction from nature,negative,201312_114.4314124_22.5944781.png,distraction from environment
advertisements,less fascination,avoidance of area,negative,201312_114.4391976_22.585810399999996.png,avoidance of distractions
infrastructure,diminished natural beauty,disengagement,negative,201312_114.4391976_22.585810399999996.png,disengagement
greenery,lack of sustained attention,inattention,negative,201312_114.4391976_22.585810399999996.png,inattention
hills,low fascination,prevent boredom,negative,201312_114.4500566_22.596177499999992.png,prevent boredom
trees,low fascination,prevent boredom,negative,201312_114.4500566_22.596177499999992.png,prevent boredom
vehicles,chaotic environment,limit attention,negative,201312_114.4500566_22.596177499999992.png,fail to capture attention
